Schulart;Ort;Name;Schulnummer;Strasse;PLZ;Telefon;URL
RS+FOS;Wörrstadt;"RS+FOS Wörrstadt Rheingrafen";40715;"Pestalozzistr. 16";55286;(06732)96567-11;http://www.rheingrafen-realschule-plus.de
GS;Wörth;"GS Wörth Büchelberg";12704;"Turmstr. 2";76744;(07277)260;
GS;Wörth;"GS Wörth Damm";18516;"Königstr. 1";76744;(07271)131540;gs-dammschule.woerth.de
GS;Wörth;"GS Wörth Dorschberg";25109;Zeisigweg;76744;(07271)131520;http://www.gs-dorschberg.woerth.de/
GS;Wörth;"GS Wörth Maximiliansau";15423;"Tullastr. 17";76744;"(07271)131 370";http://gs-tullaschule.woerth.de
GS;Wörth;"GS Wörth Schaidt";16940;"Hauptstr. 85";76744;(07271)131290;http://www.gs-schaidt.woerth.de/
GY;Wörth;"GY Wörth";51111;"Forststr. 1";76744;(07271)76040;http://www.egwoerth.de
IGS;Wörth;"IGS Wörth";70425;"Forststraße 1a";76744;"(07271)131 500";
RS+;Wörth;"RS+ Wörth";42157;"Forststraße 1a";76744;"(07271)131 500";http://realschule-plus-woerth.de
FOES;Wörth;"SFL Wörth";31074;"Richard-Wagner-Str. 29";76744;"07271 8991";http://www.bienwaldschule.de
GS;Zeiskam;"GS Zeiskam";18576;"Hauptstr. 16";67378;(06347)2839;
GS;Zell;"GS Zell";18589;"Plänterstr. 42";56856;(06542)901537;http://www.grundschule-zell.de
IGS;Zell;"IGS Zell";70231;"Am Schulzentrum";56856;(06542)9897-30;http://www.igszell.de
GS;Zellertal;"GS Zellertal";11755;"Zeller Straße 3";67308;(06355)953930;http://www.zellertal-schule.de
GS;Zeltingen-Rachtig;"GS Zeltingen-Rachtig";26810;"Sankt-Florentiner-Str. 8";54492;(06532)933131;http://www.gszeltingen-rachtig.de
GS;Zemmer;"GS Zemmer";23820;"Schulstr. 5";54313;(06580)508;
GRS+;Zerf;"GRS+ Kell/Zerf";41692;"Schulstr. 1";54314;(06587)99060;http://www.schule-zerf.de
GS;Zornheim;"GS Zornheim";18606;"Hahnheimer Str. 16";55270;(06136)44165;
GS;Züsch;"GS Züsch";15796;"Schulstr. 5";54422;(06503)8880;
BBS;Zweibrücken;"BBS Zweibrücken";60286;"Johann-Schwebel-Str. 1";66482;(06332)92460;http://www.bbs-zw.de
GS;Zweibrücken;"GS Zweibrücken Albert-Schweitzer";18610;"Ernstweilertalstr. 11";66482;(06332)903169;
GS;Zweibrücken;"GS Zweibrücken Hilgard";18636;"Ackerweg 9";66482;(06332)450501;hilgard.schule-zw.de
GS;Zweibrücken;"GS Zweibrücken Pestalozzi";18679;"Himmelsbergstr. 27";66482;(06332)209750;
GS;Zweibrücken;"GS Zweibrücken Sechsmorgen";18696;"Am Otterstein 14";66482;(06332)450500;
GS;Zweibrücken;"GS Zweibrücken-Bubenhausen";18623;"Allensteinstr. 25";66482;(06332)903167;
GS;Zweibrücken;"GS Zweibrücken-Ixheim";18640;"Thomas-Mann-Str. 60";66482;(06332)903232;http://www.gs-ixheim.de
GS;Zweibrücken;"GS Zweibrücken-Mittelbach";18653;"Breitensteinstr. 32";66482;(06332)905641;http://www.grundschule-mittelbach.de
GS;Zweibrücken;"GS Zweibrücken-Rimschweiler";18683;"Alleeweg 9";66482;(06332)75277;
GY;Zweibrücken;"GY Zweibrücken Helmholtz";50687;"Bleicherstr. 3";66482;(06332)92540;http://www.helmholtz-zweibruecken.de
GY;Zweibrücken;"GY Zweibrücken Hofenfels";51078;"Zeilbäumer Str. 1";66482;(06332)4806-0;http://www.hofenfels.de
RS+;Zweibrücken;"RS+ Zweibrücken Herzog Wolfgang";42487;"Mozartstraße 1";66482;(06332)92900;http://www.hwrsplus-zw.de
RS+;Zweibrücken;"RS+ Zweibrücken Mannlich";40698;"Zeilbäumerstr. 8a";66482;(06332)97240;http://www.mannlich-rs.de
FOES;Zweibrücken;"SFGM Zweibrücken";30352;"Schulacker 12";66482;(06332)8707-0;http://www.mauritiusschule-zw.de
FOES;Zweibrücken;"SFLS Zweibrücken";31434;"Canadastr. 25";66482;(06332)970100;http://canadaschule.bildung-rp.de/
